date,open,high,low,close,volume,hma,sma,hma_signal,sma_signal
2024-02-19 09:12:00+05:30,2924.1,2938.15,2923.75,2925.0,115472,2925.0,,False,False
2024-02-19 09:20:00+05:30,2926.0,2932.65,2923.6,2927.5,87339,2926.40625,,False,False
2024-02-19 09:28:00+05:30,2927.85,2930.05,2924.4,2928.85,60415,2927.4318652849743,,False,False
2024-02-19 09:36:00+05:30,2928.4,2931.9,2925.0,2926.0,48914,2926.930024038462,,False,False
2024-02-19 09:44:00+05:30,2926.0,2926.35,2918.6,2919.45,57383,2924.6064390890583,,False,False
2024-02-19 09:52:00+05:30,2919.95,2920.95,2913.55,2914.2,63544,2921.6363970303923,,False,False
2024-02-19 10:00:00+05:30,2914.4,2916.0,2907.05,2909.0,78995,2918.2442389376642,,False,False
2024-02-19 10:08:00+05:30,2909.0,2912.8,2908.7,2912.35,58894,2916.731872508176,2920.29375,False,False
2024-02-19 10:16:00+05:30,2912.8,2917.5,2911.5,2917.5,50259,2916.922414282962,2919.35625,False,False
2024-02-19 10:24:00+05:30,2916.65,2921.4,2916.3,2916.3,44099,2916.771906929004,2917.95625,False,False
2024-02-19 10:32:00+05:30,2916.3,2918.1,2913.8,2916.95,27254,2916.8141445690144,2916.46875,False,False
2024-02-19 10:40:00+05:30,2916.3,2917.9,2914.55,2916.9,24858,2916.8342067601548,2915.33125,False,False
2024-02-19 10:48:00+05:30,2917.05,2919.45,2916.05,2918.9,26384,2917.311463659213,2915.2625,False,False
2024-02-19 10:56:00+05:30,2918.15,2925.15,2917.85,2922.05,54197,2918.3966438249813,2916.24375,False,False
2024-02-19 11:04:00+05:30,2922.05,2924.0,2920.2,2923.7,30955,2919.6029839349635,2918.08125,False,False
2024-02-19 11:12:00+05:30,2923.7,2932.0,2922.6,2932.0,68686,2922.4081862030957,2920.5375000000004,False,False
2024-02-19 11:20:00+05:30,2931.95,2932.0,2919.25,2919.55,55955,2921.7640486187943,2920.7937500000003,False,True
2024-02-19 11:28:00+05:30,2919.9,2923.95,2917.75,2919.9,43589,2921.3452721839003,2921.24375,False,False
2024-02-19 11:36:00+05:30,2919.8,2922.8,2918.45,2921.0,30657,2921.2678920751714,2921.75,False,False
2024-02-19 11:44:00+05:30,2920.5,2923.65,2920.5,2921.25,39531,2921.263889790979,2922.29375,False,False
2024-02-19 11:52:00+05:30,2921.25,2923.75,2920.6,2921.45,34695,2921.3054598157164,2922.6124999999997,False,False
2024-02-19 12:00:00+05:30,2921.55,2922.85,2920.05,2921.3,31771,2921.304241687017,2922.5187499999997,False,False
2024-02-19 12:08:00+05:30,2921.3,2922.7,2921.0,2921.05,26816,2921.2475685276668,2922.1875,False,False
2024-02-19 12:16:00+05:30,2921.05,2925.05,2920.0,2923.05,67399,2921.649073179607,2921.06875,False,False
2024-02-19 12:24:00+05:30,2923.0,2924.25,2915.15,2916.65,86869,2920.5360889194467,2920.70625,False,True
2024-02-19 12:32:00+05:30,2916.65,2920.55,2916.15,2920.05,37520,2920.427911986383,2920.7250000000004,False,False
2024-02-19 12:40:00+05:30,2920.0,2926.45,2918.2,2923.9,48435,2921.200360008756,2921.0875,False,False
2024-02-19 12:48:00+05:30,2923.9,2927.2,2922.9,2926.3,78227,2922.3346102680275,2921.7187500000005,False,False
2024-02-19 12:56:00+05:30,2926.45,2931.0,2925.85,2930.0,94647,2924.039195485278,2922.7875000000004,False,False
2024-02-19 13:04:00+05:30,2930.6,2934.55,2929.05,2930.9,71962,2925.5646297828002,2923.9875,False,False
2024-02-19 13:12:00+05:30,2931.0,2931.0,2929.35,2929.95,92075,2926.539559673883,2925.1,False,False
2024-02-19 13:20:00+05:30,2930.1,2930.5,2929.0,2929.75,37114,2927.253220402962,2925.9375,False,False
2024-02-19 13:28:00+05:30,2929.8,2933.9,2928.05,2933.25,96822,2928.586171553494,2928.0125,False,False
2024-02-19 13:36:00+05:30,2933.25,2941.25,2931.0,2937.95,109133,2930.6674272806504,2930.25,False,False
2024-02-19 13:44:00+05:30,2937.35,2944.7,2937.15,2943.2,83568,2933.4528649787862,2932.6625000000004,False,False
2024-02-19 13:52:00+05:30,2943.7,2945.0,2938.3,2938.8,60069,2934.6412570867647,2934.225,False,False
2024-02-19 14:00:00+05:30,2939.0,2942.55,2936.15,2940.95,45453,2936.043328314895,2935.59375,False,False
2024-02-19 14:08:00+05:30,2940.95,2940.95,2937.35,2940.0,29650,2936.9226513015087,2936.73125,False,False
2024-02-19 14:16:00+05:30,2940.0,2958.95,2939.6,2955.15,251185,2940.973397571416,2939.88125,False,False
2024-02-19 14:24:00+05:30,2955.9,2958.45,2952.65,2953.45,80260,2943.746095321718,2942.84375,False,False
2024-02-19 14:32:00+05:30,2954.2,2957.5,2952.7,2954.9,67285,2946.2248238492944,2945.55,False,False
2024-02-19 14:40:00+05:30,2954.9,2956.0,2951.0,2953.5,127047,2947.8415717889266,2947.4937499999996,False,False
2024-02-19 14:48:00+05:30,2953.55,2958.15,2946.8,2956.6,113271,2949.7879286158286,2949.1687500000003,False,False
2024-02-19 14:56:00+05:30,2955.35,2959.0,2950.7,2955.0,101648,2950.946184958983,2951.19375,False,False
2024-02-19 15:04:00+05:30,2955.0,2956.1,2943.85,2946.15,129878,2949.880353011856,2951.84375,False,True
2024-02-19 15:12:00+05:30,2946.15,2951.25,2946.0,2948.45,106305,2949.5624937559755,2952.8999999999996,False,False
2024-02-19 15:20:00+05:30,2948.45,2949.9,2937.35,2939.95,138645,2947.4263681894513,2951.0,False,False
2024-02-19 15:28:00+05:30,2941.85,2943.0,2938.0,2939.0,34419,2945.5538311233345,2949.19375,False,False
2024-02-20 09:12:00+05:30,2950.05,2951.0,2933.05,2934.7,174360,2943.141857829832,2946.6687500000003,False,False
2024-02-20 09:20:00+05:30,2933.45,2939.65,2932.25,2938.95,92315,2942.2103306169834,2944.8499999999995,False,False
2024-02-20 09:28:00+05:30,2939.0,2940.05,2930.6,2932.3,82702,2940.0080289469684,2941.8125,False,False
2024-02-20 09:36:00+05:30,2932.3,2937.4,2930.1,2937.1,63630,2939.3617989278973,2939.575,False,False
2024-02-20 09:44:00+05:30,2937.1,2941.25,2934.0,2935.0,119251,2938.3925086857894,2938.1812499999996,False,False
2024-02-20 09:52:00+05:30,2936.05,2938.0,2932.0,2934.15,109894,2937.4497277738838,2936.39375,False,False
2024-02-20 10:00:00+05:30,2934.9,2937.0,2930.65,2931.15,47431,2936.049786878099,2935.29375,False,False
2024-02-20 10:08:00+05:30,2931.15,2933.0,2926.4,2933.0,107924,2935.372055937183,2934.54375,False,False
2024-02-20 10:16:00+05:30,2933.0,2935.3,2933.0,2934.3,92400,2935.1338211413326,2934.49375,False,False
2024-02-20 10:24:00+05:30,2934.0,2936.0,2928.6,2935.15,61803,2935.137416444939,2934.0187499999997,False,False
2024-02-20 10:32:00+05:30,2935.15,2935.9,2932.0,2934.15,46459,2934.9179904885295,2934.25,False,True
2024-02-20 10:40:00+05:30,2933.85,2935.5,2925.3,2930.0,139000,2933.8251034043374,2933.3625,False,False
2024-02-20 10:48:00+05:30,2930.0,2931.95,2927.0,2928.95,75937,2932.7417468540525,2932.6062500000003,False,False
2024-02-20 10:56:00+05:30,2929.15,2930.0,2926.1,2927.2,39573,2931.510247342543,2931.7374999999997,False,False
2024-02-20 11:04:00+05:30,2927.2,2931.0,2926.45,2931.0,39371,2931.396859029118,2931.71875,False,False
2024-02-20 11:12:00+05:30,2930.6,2938.1,2930.6,2938.1,51380,2932.8864460656423,2932.3562500000003,False,False
2024-02-20 11:20:00+05:30,2937.8,2942.0,2937.0,2939.9,62027,2934.4450137320214,2933.0562499999996,False,False
2024-02-20 11:28:00+05:30,2939.9,2941.45,2937.25,2937.85,57793,2935.2016773944824,2933.39375,False,False
2024-02-20 11:36:00+05:30,2938.05,2940.0,2935.9,2938.6,45818,2935.956860232468,2933.95,False,False
2024-02-20 11:44:00+05:30,2938.6,2940.0,2934.2,2936.65,57421,2936.1108912977516,2934.78125,False,False
2024-02-20 11:52:00+05:30,2936.15,2940.0,2933.7,2939.85,52157,2936.941804367163,2936.1437499999997,False,False
2024-02-20 12:00:00+05:30,2939.9,2944.0,2936.8,2939.5,85137,2937.5102922985907,2937.68125,False,False
2024-02-20 12:08:00+05:30,2939.5,2942.0,2938.05,2940.05,34775,2938.0746717978463,2938.8125,False,False
2024-02-20 12:16:00+05:30,2940.05,2940.5,2934.6,2938.65,42148,2938.202522511207,2938.88125,False,True
2024-02-20 12:24:00+05:30,2938.65,2939.55,2935.1,2935.65,30027,2937.635295280382,2938.3500000000004,False,False
2024-02-20 12:32:00+05:30,2935.65,2937.45,2932.0,2934.45,43623,2936.9274518788093,2937.9249999999997,False,False
2024-02-20 12:40:00+05:30,2934.3,2936.7,2932.0,2932.15,40112,2935.86579589882,2937.11875,False,False
2024-02-20 12:48:00+05:30,2932.0,2934.95,2931.15,2933.25,34101,2935.2845079183576,2936.69375,False,False
2024-02-20 12:56:00+05:30,2933.25,2935.7,2929.25,2929.95,58710,2934.0990617096036,2935.45625,False,False
2024-02-20 13:04:00+05:30,2929.95,2930.95,2927.05,2930.95,61947,2933.3992702164337,2934.3875,False,False
2024-02-20 13:12:00+05:30,2930.9,2930.9,2923.6,2928.0,65973,2932.199432387697,2932.8812500000004,False,False
2024-02-20 13:20:00+05:30,2927.9,2931.75,2927.35,2929.85,52834,2931.677336300573,2931.78125,False,False
2024-02-20 13:28:00+05:30,2929.85,2933.0,2928.7,2932.95,37444,2931.96015045641,2931.44375,False,False
2024-02-20 13:36:00+05:30,2932.95,2937.0,2930.6,2936.9,44655,2933.057894800662,2931.75,False,False
2024-02-20 13:44:00+05:30,2936.9,2938.85,2934.3,2935.75,46708,2933.6561404010367,2932.2,False,False
2024-02-20 13:52:00+05:30,2935.75,2941.0,2933.55,2940.2,64066,2935.1103314240163,2933.06875,False,False
2024-02-20 14:00:00+05:30,2940.35,2943.35,2934.0,2937.5,93474,2935.6413688856264,2934.0125,False,False
2024-02-20 14:08:00+05:30,2937.15,2940.0,2936.75,2939.3,43296,2936.454398022488,2935.05625,False,False
2024-02-20 14:16:00+05:30,2939.8,2941.7,2938.7,2940.3,52141,2937.3089762399854,2936.59375,False,False
2024-02-20 14:24:00+05:30,2940.3,2943.8,2938.0,2942.4,55389,2938.440314853603,2938.1625,False,False
2024-02-20 14:32:00+05:30,2942.4,2943.0,2938.0,2939.7,59206,2938.72024488619,2939.00625,False,False
2024-02-20 14:40:00+05:30,2939.7,2941.7,2935.25,2937.2,47848,2938.3824126892077,2939.0437500000003,False,True
2024-02-20 14:48:00+05:30,2937.2,2937.75,2933.0,2934.9,40980,2937.6085432026266,2938.9375,False,False
2024-02-20 14:56:00+05:30,2934.9,2940.0,2933.85,2938.3,118128,2937.7622002687235,2938.7,False,False
2024-02-20 15:04:00+05:30,2938.3,2945.0,2938.2,2941.1,220646,2938.503933542393,2939.15,False,False
2024-02-20 15:12:00+05:30,2941.1,2944.0,2940.85,2943.85,173948,2939.6919483108154,2939.71875,False,False
2024-02-20 15:20:00+05:30,2943.8,2944.0,2941.5,2942.7,214212,2940.3604042417737,2940.0187499999997,False,False
2024-02-20 15:28:00+05:30,2943.0,2945.0,2940.7,2941.45,22595,2940.6025366324984,2939.9,False,False
2024-02-21 09:12:00+05:30,2948.0,2948.95,2942.1,2946.0,115411,2941.801972936418,2940.6875,False,False
2024-02-21 09:20:00+05:30,2946.4,2957.0,2944.35,2951.05,120937,2943.8570900616996,2942.41875,False,False
2024-02-21 09:28:00+05:30,2952.0,2952.55,2945.05,2950.95,50779,2945.433292270235,2944.425,False,False
2024-02-21 09:36:00+05:30,2950.95,2951.95,2942.3,2945.1,45833,2945.359227321293,2945.2749999999996,False,True
2024-02-21 09:44:00+05:30,2945.1,2950.0,2945.0,2948.5,35590,2946.057176805457,2946.2,False,False
2024-02-21 09:52:00+05:30,2948.5,2949.45,2941.3,2946.75,52648,2946.2111375153563,2946.5625,False,False
2024-02-21 10:00:00+05:30,2947.65,2950.0,2945.45,2948.55,41450,2946.7308847341687,2947.29375,False,False
2024-02-21 10:08:00+05:30,2948.95,2951.0,2945.0,2950.5,57581,2947.5684659043573,2948.4249999999997,False,False
2024-02-21 10:16:00+05:30,2950.3,2956.0,2950.0,2953.25,113173,2948.8310290367262,2949.3312499999997,False,False
2024-02-21 10:24:00+05:30,2952.4,2955.95,2952.4,2954.45,53837,2950.079689250791,2949.75625,False,False
2024-02-21 10:32:00+05:30,2954.45,2954.7,2948.8,2950.0,48642,2950.061980528393,2949.6375,False,False
2024-02-21 10:40:00+05:30,2950.0,2954.5,2947.05,2950.05,856985,2950.05931818875,2950.25625,False,True
2024-02-21 10:48:00+05:30,2950.05,2955.0,2948.65,2953.0,256980,2950.712803035695,2950.81875,False,False
2024-02-21 10:56:00+05:30,2953.0,2977.05,2951.75,2969.35,321188,2954.8544023611003,2953.64375,False,False
2024-02-21 11:04:00+05:30,2969.35,2974.95,2967.65,2971.7,223583,2958.5978685030814,2956.5375000000004,False,False
2024-02-21 11:12:00+05:30,2972.85,2973.65,2962.55,2965.5,83729,2960.1316755023977,2958.4125000000004,False,False
2024-02-21 11:20:00+05:30,2965.85,2966.8,2961.5,2961.55,42665,2960.4468587240876,2959.4500000000003,False,False
2024-02-21 11:28:00+05:30,2961.9,2963.55,2958.25,2958.55,52724,2960.0253345631795,2959.9625,False,True
2024-02-21 11:36:00+05:30,2958.65,2963.9,2957.6,2963.25,37068,2960.7419268824733,2961.61875,False,False
2024-02-21 11:44:00+05:30,2963.35,2965.75,2959.1,2964.6,50183,2961.5992764641464,2963.4375,False,False
2024-02-21 11:52:00+05:30,2964.6,2967.55,2962.05,2965.55,46197,2962.47721502767,2965.0062500000004,False,False
2024-02-21 12:00:00+05:30,2965.55,2967.85,2961.85,2962.3,59949,2962.43783391041,2964.125,False,True
2024-02-21 12:08:00+05:30,2962.15,2965.0,2959.55,2961.0,143460,2962.118315263652,2962.7875000000004,False,False
2024-02-21 12:16:00+05:30,2961.55,2966.2,2959.85,2960.5,274450,2961.7586896495072,2962.1625000000004,False,False
2024-02-21 12:24:00+05:30,2960.5,2962.0,2959.0,2959.35,148313,2961.2234252829503,2961.8875,False,False
2024-02-21 12:32:00+05:30,2959.35,2960.05,2955.0,2956.75,102935,2960.229330775628,2961.6625,False,False
2024-02-21 12:40:00+05:30,2956.45,2957.55,2951.0,2956.45,103890,2959.389479492155,2960.8125,False,False
