date,open,high,low,close,volume,hma,sma,hma_signal,sma_signal
2024-02-19 09:12:00+05:30,2744.0,2744.0,2704.7,2712.45,18687,2712.45,,False,False
2024-02-19 09:20:00+05:30,2712.35,2716.15,2700.3,2700.3,24655,2705.6156250000004,,False,False
2024-02-19 09:28:00+05:30,2700.55,2701.75,2690.15,2698.55,14320,2702.6502590673576,,False,False
2024-02-19 09:36:00+05:30,2697.45,2698.65,2684.35,2686.15,11898,2696.8672355769236,,False,False
2024-02-19 09:44:00+05:30,2687.75,2692.35,2683.6,2685.2,8848,2693.2429406751576,,False,False
2024-02-19 09:52:00+05:30,2686.75,2693.95,2685.2,2689.0,5205,2692.031987326966,,False,False
2024-02-19 10:00:00+05:30,2689.9,2693.8,2685.05,2686.8,5089,2690.6274945661316,,False,False
2024-02-19 10:08:00+05:30,2686.8,2693.0,2686.8,2690.0,3774,2690.4664896040763,2693.55625,False,False
2024-02-19 10:16:00+05:30,2690.0,2693.0,2687.3,2691.5,2774,2690.7228622859498,2690.9375,False,False
2024-02-19 10:24:00+05:30,2691.5,2695.95,2690.05,2690.15,5476,2690.584337208359,2689.66875,False,False
2024-02-19 10:32:00+05:30,2690.15,2692.7,2686.5,2687.9,4035,2689.947703407625,2688.3375,False,True
2024-02-19 10:40:00+05:30,2687.9,2687.95,2678.1,2686.95,7799,2689.247217741726,2688.4375,False,False
2024-02-19 10:48:00+05:30,2686.95,2690.05,2684.0,2685.25,3539,2688.32374693764,2688.44375,False,False
2024-02-19 10:56:00+05:30,2685.25,2689.9,2684.1,2687.55,2865,2688.1465498519447,2688.2625,False,False
2024-02-19 11:04:00+05:30,2688.65,2689.0,2686.0,2687.9,962,2688.0904678228117,2688.4,False,False
2024-02-19 11:12:00+05:30,2687.9,2689.55,2684.0,2686.0,3471,2687.6174358409826,2687.9,False,False
2024-02-19 11:20:00+05:30,2686.0,2687.8,2681.45,2682.8,3316,2686.5317502821563,2686.8125,False,False
2024-02-19 11:28:00+05:30,2682.8,2684.85,2680.4,2683.25,2398,2685.7944735451033,2685.95,False,False
2024-02-19 11:36:00+05:30,2683.25,2684.75,2680.0,2683.0,2750,2685.1681946936833,2685.3375,False,False
2024-02-19 11:44:00+05:30,2683.0,2684.5,2682.05,2683.0,510,2684.683190508018,2684.84375,False,False
2024-02-19 11:52:00+05:30,2683.0,2686.2,2681.05,2681.05,2349,2683.871672321619,2684.31875,False,False
2024-02-19 12:00:00+05:30,2681.05,2682.95,2680.1,2680.85,2661,2683.197512978819,2683.4812500000003,False,False
2024-02-19 12:08:00+05:30,2680.85,2685.0,2680.4,2683.0,1041,2683.1534852481436,2682.86875,False,False
2024-02-19 12:16:00+05:30,2683.0,2684.95,2681.65,2681.65,1003,2682.8185730306654,2682.325,False,True
2024-02-19 12:24:00+05:30,2681.65,2683.1,2680.0,2681.5,2446,2682.525008408529,2682.1625,False,False
2024-02-19 12:32:00+05:30,2683.0,2683.0,2680.0,2680.1,842,2681.985333542894,2681.76875,False,False
2024-02-19 12:40:00+05:30,2680.1,2681.2,2675.4,2677.0,7953,2680.8762282952803,2681.01875,False,False
2024-02-19 12:48:00+05:30,2678.0,2678.0,2675.0,2675.4,3929,2679.6582181270296,2680.06875,False,False
2024-02-19 12:56:00+05:30,2675.4,2677.05,2675.0,2675.95,1692,2678.8336059386484,2679.43125,False,False
2024-02-19 13:04:00+05:30,2675.95,2676.9,2674.0,2675.7,2064,2678.1368786141084,2678.7875,False,False
2024-02-19 13:12:00+05:30,2674.85,2680.4,2674.85,2676.25,4403,2677.7173987821598,2677.94375,False,False
2024-02-19 13:20:00+05:30,2676.25,2682.8,2676.25,2682.75,2595,2678.8361144377877,2678.08125,False,False
2024-02-19 13:28:00+05:30,2682.75,2690.0,2679.9,2689.85,9455,2681.284257010716,2679.125,False,False
2024-02-19 13:36:00+05:30,2689.85,2689.85,2685.65,2685.65,1807,2682.254610926494,2679.81875,False,False
2024-02-19 13:44:00+05:30,2685.65,2690.0,2684.0,2688.95,6090,2683.7427003672387,2681.3125,False,False
2024-02-19 13:52:00+05:30,2688.95,2690.0,2687.25,2688.7,1646,2684.844452190802,2682.975,False,False
2024-02-19 14:00:00+05:30,2688.7,2689.75,2687.0,2687.0,2518,2685.3235066721304,2684.35625,False,False
2024-02-19 14:08:00+05:30,2687.0,2690.0,2687.0,2688.7,5486,2686.0738919539117,2685.98125,False,False
2024-02-19 14:16:00+05:30,2688.7,2689.95,2687.7,2688.05,1261,2686.5130513966283,2687.4562499999997,False,False
2024-02-19 14:24:00+05:30,2688.05,2688.95,2684.45,2686.9,4117,2686.599043679238,2687.975,False,True
2024-02-19 14:32:00+05:30,2686.9,2690.0,2685.85,2687.25,6896,2686.7437054859342,2687.65,False,False
2024-02-19 14:40:00+05:30,2687.25,2688.75,2686.5,2687.0,1670,2686.800661306518,2687.81875,False,False
2024-02-19 14:48:00+05:30,2687.0,2687.8,2681.7,2685.95,1999,2686.6116216293726,2687.44375,False,False
2024-02-19 14:56:00+05:30,2685.95,2687.15,2680.3,2680.45,6508,2685.242350794363,2686.4125,False,False
2024-02-19 15:04:00+05:30,2680.45,2682.0,2670.2,2670.3,16658,2681.921787684724,2684.3250000000003,False,False
2024-02-19 15:12:00+05:30,2670.3,2670.3,2660.4,2667.0,22578,2678.6058032455303,2681.6125,False,False
2024-02-19 15:20:00+05:30,2667.0,2675.45,2665.25,2672.5,13343,2677.2489480164872,2679.6687500000003,False,False
2024-02-19 15:28:00+05:30,2672.95,2676.45,2672.0,2672.05,5066,2676.0936195704944,2677.8125,False,False
2024-02-20 09:12:00+05:30,2674.0,2680.85,2662.2,2670.35,19148,2674.81725393935,2675.7,False,False
2024-02-20 09:20:00+05:30,2670.35,2670.65,2657.2,2667.45,9726,2673.18008068418,2673.25625,False,False
2024-02-20 09:28:00+05:30,2667.45,2678.0,2661.0,2677.5,9682,2674.1400653598944,2672.2,False,False
2024-02-20 09:36:00+05:30,2677.5,2678.6,2673.0,2675.6,4250,2674.4644959647903,2671.59375,False,False
2024-02-20 09:44:00+05:30,2675.6,2683.45,2671.05,2678.6,5509,2675.3834983704014,2672.63125,False,False
2024-02-20 09:52:00+05:30,2677.7,2677.7,2668.55,2670.0,2621,2674.1871638714547,2673.00625,False,True
